Number,Rooms,Square,Price,Metro,Address,Url
281,Студия,26.4,2300000,Девяткино ,"Россия, Ленинградская область, Всеволожский район, посёлок Мурино, улица Шувалова, 5",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_26.4_m_2123_et._945573141
271,Студия,25.0,3104000,Московская ,"Московский район, Дунайский пр-кт, д.",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_25_m_623_et._1022285865
682,2-к квартира,62.0,8900000,Автово ,Проспект Стачек дом 79,https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_62_m_1010_et._1111754372
494,Студия,28.0,2465000,Рыбацкое ,"Россия, Санкт-Петербург, территория Усть-Славянка, Советский проспект",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_28_m_925_et._979658969
4,2-к квартира,50.0,4000000,Академическая ,Северный проспект дом 85 корпус 1,https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_50_m_99_et._954993240
543,Студия,24.9,2500000,Комендантский проспект ,"Комендантский проспект, д.71 к.0",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_24.9_m_1125_et._939076429
406,3-к квартира,69.0,6300000,Старая деревня ,ул Камышоваядом 38/2,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_69_m_1117_et._1048260398
591,1-к квартира,31.3,3150000,Парнас ,"п. Парголово, ул Валерия Гаврилина дом 11 корпус 1 строение 1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_31.3_m_1826_et._1040956007
331,3-к квартира,96.6,13600000,Петроградская ,"Россия, Санкт-Петербург, проспект Медиков, 10к6",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_96.6_m_49_et._964137140
620,1-к квартира,35.9,3590000,Пионерская ,"Комендантский пр-т, Дом 3.2",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_35.9_m_1521_et._1065722795
424,3-к квартира,65.0,6270000,Старая деревня ,"г. Зеленогорск, ул Привокзальная д.3",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_65_m_56_et._1194734495
397,Студия,23.3,2470000,Звездная ,Дунайский пр-кт 14,https://www.avito.ru/sankt-peterburg/kvartiry/studiya_23.3_m_1522_et._1067218613
116,Студия,24.5,1221000,Ладожская ,Рябовское шоссе 135,https://www.avito.ru/sankt-peterburg/kvartiry/studiya_24.5_m_13_et._1210526481
381,4-к квартира,126.0,12995000,Площадь Восстания ,"улица Рылеева, д.17-19",https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_126_m_35_et._993546981
706,Студия,32.0,3800000,Ленинский проспект ,"Ленинский пр-кт, 82к1",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_32_m_617_et._1215577773
608,3-к квартира,127.0,14450000,Старая деревня ,"Приморский район, Новая ул., д.",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_127_m_44_et._1072320101
108,3-к квартира,62.0,3890000,Пролетарская ,"Октябрьская наб., д. 90к7",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_62_m_15_et._1086778278
510,2-к квартира,50.0,3150000,Московская ,"г. Пушкин, ул. Саперная, д.53",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_50_m_46_et._1131923146
683,2-к квартира,54.0,4800000,Ладожская ,"Ударников пр-кт, 43",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_54_m_712_et._959633131
238,1-к квартира,41.8,4299000,Ладожская ,"Россия, Санкт-Петербург, Ириновский проспект, 27к1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_41.8_m_316_et._931776304
164,1-к квартира,41.4,6800000,Черная речка ,"Приморский, 52 к1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_41.4_m_1112_et._1204226712
662,Студия,14.1,1370000,Проспект Ветеранов ,"Авангардная улица, 11",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_14.1_m_15_et._1084741716
533,2-к квартира,54.0,5000000,Ленинский проспект ,"пр-т Героев, д. 23",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_54_m_320_et._1106368114
346,1-к квартира,53.0,15300000,Спортивная ,"Зоологический переулок, д.3",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_53_m_45_et._1141600445
556,2-к квартира,48.0,4450000,Комендантский проспект ,"Королева пр-кт, д.54 корп1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_48_m_79_et._982613449
732,1-к квартира,38.0,4250000,Лесная ,"Кушелевская дор, 3к1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_38_m_2525_et._1071492431
569,2-к квартира,59.0,6590000,Купчино ,"Витебский пр-т, д. 101, к. 4",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_59_m_2425_et._908886350
357,2-к квартира,56.0,3150000,Гражданский проспект ,ул. Токсовская д.70,https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_56_m_59_et._1018272699
239,2-к квартира,65.0,6350000,Приморская ,"Невская губа, корп. 7",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_65_m_1818_et._1222826253
341,3-к квартира,100.0,6900000,Старая деревня ,"СПб, Сестрорецк, ул. Николая Соколова, д. 34 ЖК Еловый дом",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_100_m_44_et._836580876
578,1-к квартира,44.8,6000000,Старая деревня ,"Россия, Санкт-Петербург, Лыжный переулок, 2",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_44.8_m_422_et._1122756662
121,Студия,28.4,3350000,Проспект Большевиков ,"ул. Коллонтай, Секции 1, 2",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_28.4_m_1218_et._1096142441
349,1-к квартира,36.0,3650000,Ленинский проспект ,ул Маршала Казакова 84,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_36_m_1225_et._954797533
78,1-к квартира,30.8,3300000,Звездная ,"Космонавтов пр-кт, 86.к.1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_30.8_m_15_et._1174198592
750,1-к квартира,44.0,6700000,Технологический ин-т I ,"ул Егорова, 25",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_44_m_59_et._947540560
386,2-к квартира,58.0,5600000,Ладожская ,"Ириновский проспект, д.34",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_58_m_1324_et._1125516272
324,3-к квартира,71.5,7050000,Купчино ,"Пушкин, Красносельское шоссе 16",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_71.5_m_14_et._1017269792
627,3-к квартира,58.0,5000000,Международная ,"ул. Софийская, д. 34 к. 2",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_58_m_59_et._970210914
665,3-к квартира,117.7,9799000,Пионерская ,ул Зеленогорская,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_117.7_m_1025_et._949071978
189,4-к квартира,74.1,7490000,Гражданский проспект ,"ул Черкасова, 12к1",https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_74.1_m_99_et._1208090697
373,2-к квартира,45.3,5749561,Лесная ,"Грибалевой ул., д.9 к.9 к. 1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_45.3_m_412_et._1085836462
767,3-к квартира,111.1,7400000,Нарвская ,"Балтийская улица, 17",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_111.1_m_34_et._938240887
609,1-к квартира,44.0,4670000,Лесная ,"Выборгский район, Новолитовская ул, д.",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_44_m_1013_et._979639539
529,Студия,26.5,2800000,Комендантский проспект ,"Коменданский пр., Дом 2.2",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_26.5_m_2125_et._967178621
30,3-к квартира,52.0,3900000,Проспект Ветеранов ,"ул Стойкости, 16",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_52_m_19_et._843066799
37,2-к квартира,51.0,4300000,Черная речка ,"ул Ланская, 10",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_51_m_45_et._938806429
524,2-к квартира,53.0,4160000,Улица Дыбенко ,"ул Дыбенко, 26",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_53_m_520_et._1023360973
273,3-к квартира,75.0,6682000,Проспект Просвещения ,"Суздальское ш., Дом 1.5.1",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_75_m_47_et._1107906038
139,3-к квартира,75.0,6520000,Проспект Ветеранов ,"Народного Ополчения пр-кт, д. 149",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_75_m_723_et._1057875485
712,3-к квартира,62.1,5500000,Улица Дыбенко ,"Товарищеский пр-кт, 28",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_62.1_m_312_et._1201907867
174,1-к квартира,32.0,3350000,Звездная ,"Витебский пр-кт, 87к2",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_32_m_25_et._1017084595
155,3-к квартира,82.5,12000000,Площадь Ленина ,Пискаревский пр. 1,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_82.5_m_313_et._1044249762
663,Студия,14.0,1460000,Лесная ,"проспект Маршала Блюхера, 57к1",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_14_m_19_et._1004411777
228,3-к квартира,96.0,11300000,Площадь А. Невского II ,"Кременчугская улица, 9к1",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_96_m_99_et._1193914200
202,3-к квартира,83.3,6410000,Девяткино ,"ул. Шувалова, Корпус 2.2",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_83.3_m_817_et._953587092
654,2-к квартира,44.5,3650000,Парк Победы ,улица Кубинская 20,https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_44.5_m_25_et._1010850761
10,3-к квартира,60.0,4900000,Московская ,"Витебский пр-кт, 47к1",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_60_m_45_et._914868538
753,1-к квартира,43.0,6200000,Фрунзенская ,"Смоленская улица, 9к3",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_43_m_1415_et._973712201
438,Студия,24.5,3350000,Приморская ,Вадима Шефнера д.14 к.3,https://www.avito.ru/sankt-peterburg/kvartiry/studiya_24.5_m_517_et._979066761
621,3-к квартира,80.0,6800000,Технологический ин-т II ,"ул Можайская, 40А",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_80_m_67_et._917409639
80,2-к квартира,43.4,3850000,Пионерская ,"Парашютная ул, 12",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_43.4_m_19_et._1075601414
14,1-к квартира,40.1,4269000,Старая деревня ,"ул Савушкина, 104А",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_40.1_m_28_et._1175213786
551,1-к квартира,57.6,6600000,Садовая ,"Английский проспект, 24К",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_57.6_m_56_et._853257438
724,2-к квартира,77.7,7400000,Горьковская ,"Саблинская ул. , д. 13/15",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_77.7_m_55_et._1114639293
704,4-к квартира,102.0,9500000,Нарвская ,улица Трефолева дом 6,https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_102_m_16_et._1072154554
335,1-к квартира,48.0,5800000,Старая деревня ,"улица Савушкина, д.118",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_48_m_716_et._1220019219
437,4-к квартира,90.9,8000000,Василеостровская ,14-я В.О. д.97,https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_90.9_m_16_et._1028786356
348,1-к квартира,48.0,6300000,Старая деревня ,"улица Оптиков, д.51 к.1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_48_m_811_et._1085055689
125,1-к квартира,36.6,2856360,Старая деревня ,"ул. Полевая Сабировская, д. 45а, лит. А",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_36.6_m_2121_et._987339139
588,3-к квартира,89.0,9500000,Ладожская ,"Энтузиастов пр-кт, 43Ак1",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_89_m_716_et._1106811835
646,3-к квартира,66.0,6250000,Рыбацкое ,Караваевская ул д 22,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_66_m_516_et._795024842
93,3-к квартира,90.3,9500000,Площадь Восстания ,"Старорусская ул, 5/3",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_90.3_m_47_et._1137486617
642,2-к квартира,38.0,3500000,Озерки ,"ул Жени Егоровой, 12к2",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_38_m_712_et._903496917
365,1-к квартира,38.5,3350000,Парнас ,"ул. Федора Абрамова, ЖК «Северная Долина»",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_38.5_m_1725_et._1023764324
756,1-к квартира,39.0,4700000,Гражданский проспект ,"Просвещения пр-кт, 53 к1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_39_m_1010_et._907101197
738,1-к квартира,37.0,3400000,Московская ,"Россия, Санкт-Петербург, посёлок Шушары, Новгородский проспект, 10",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_37_m_824_et._1197402873
188,4-к квартира,88.1,6500000,Василеостровская ,"15-я В.О. линия, 70",https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_88.1_m_36_et._929376204
135,Студия,23.0,2199000,Девяткино ,"улица Шоссе в Лаврики, 33",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_23_m_34_et._1068282546
355,Студия,30.0,2610000,Парнас ,"ул. Заречная, д. 45, корп. 2",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_30_m_526_et._1052420781
453,1-к квартира,52.0,7900000,Приморская ,Шкиперский проток дом 20,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_52_m_1325_et._1099608794
65,1-к квартира,39.5,4300000,Проспект Большевиков ,"ул Бадаева, 5",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_39.5_m_316_et._1087239201
559,1-к квартира,35.7,2177700,Гражданский проспект ,"дор. Муринская, Корпус 198.1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_35.7_m_1925_et._1099731751
272,Студия,28.0,3750000,Ладожская ,"пр-т Энергетиков, д. 9, к. 1",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_28_m_2021_et._1021217038
623,1-к квартира,31.7,3100000,Елизаровская ,"ул Невзоровой, д. 10",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_31.7_m_55_et._1036851556
702,1-к квартира,77.0,33900000,Адмиралтейская ,"Конногвардейский б-р, 5",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_77_m_25_et._1213155961
777,1-к квартира,59.1,4928439,Московская ,"Образцовая ул., к. 4",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_59.1_m_55_et._957054749
584,3-к квартира,102.0,15200000,Московская ,"г. Пушкин, ул Песочная, 2/4",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_102_m_24_et._1124373752
736,1-к квартира,33.0,1831293,Лиговский проспект ,"Россия, Санкт-Петербург, Лиговский проспект, 251",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_33_m_410_et._1010339216
664,2-к квартира,70.0,6791000,Лесная ,"проспект Маршала Блюхера, 9к1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_70_m_1016_et._1084530627
276,3-к квартира,58.0,5380000,Черная речка ,Ланское шоссе д.12 корп.1,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_58_m_46_et._1203039869
156,4-к квартира,127.4,14300000,Владимирская ,Реки Фонтанки наб. 64,https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_127.4_m_36_et._583277297
154,3-к квартира,100.0,23200000,Крестовский остров ,Пионерская ул. 50,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_100_m_412_et._1109527157
592,3-к квартира,67.5,6020694,Лесная ,"Маршала Блюхера пр-кт, д.12 к.12 к. 2",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_67.5_m_1116_et._997076701
339,2-к квартира,67.3,9650000,Петроградская ,"Россия, Санкт-Петербург, проспект Медиков, 10к5",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_67.3_m_713_et._1053298605
34,3-к квартира,85.0,6150000,Проспект Ветеранов ,"Ленинский пр-кт, 53к1",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_85_m_1617_et._1067611708
114,1-к квартира,51.0,3495000,Ладожская ,"ул. Маршала Тухачевского, д.31",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_51_m_116_et._1201506711
262,1-к квартира,38.0,4379000,Звездная ,"просп. Космонавтов, уч. 1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_38_m_217_et._940393020
581,2-к квартира,52.0,4607723,Комендантский проспект ,"пр-т Комендантский/Глухарская, Корпус 3",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_52_m_419_et._951683265
119,1-к квартира,31.7,3430987,Проспект Просвещения ,"Суздальское ш., Дом 1.6.1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_31.7_m_77_et._1064648465
716,3-к квартира,60.0,4700000,Проспект Просвещения ,Придорожная аллея,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_60_m_99_et._889623984
709,Студия,25.5,2660000,Лесная ,"Россия, Санкт-Петербург, Бестужевская улица",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_25.5_m_2424_et._1044414365
450,3-к квартира,92.9,11000000,Академическая ,"Гжатская улица, д.22 к.3",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_92.9_m_422_et._1131547219
552,2-к квартира,80.0,9500000,Балтийская ,"ул Шкапина, 13",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_80_m_88_et._1151499800
243,2-к квартира,45.0,3950000,Ломоносовская ,"улица Новоселов, д. 9",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_45_m_45_et._1098265911
251,1-к квартира,32.3,2950000,Пионерская ,"Поликарпова аллея, 8к1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_32.3_m_99_et._1069432721
570,1-к квартира,30.0,2900000,Московская ,"Витебский пр-кт,д47",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_30_m_55_et._1117539678
691,3-к квартира,63.0,6100000,Международная ,"ул Белы Куна, 2к1",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_63_m_29_et._930064540
63,1-к квартира,33.0,3600000,Проспект Большевиков ,ул Джона Рида,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_33_m_910_et._935664935
589,2-к квартира,62.3,4600000,Купчино ,"ул. Ростовская (Славянка), 19/3",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_62.3_m_79_et._933165614
681,3-к квартира,60.0,5800000,Приморская ,ул Наличная дом 36 корпус 5,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_60_m_99_et._1064498029
444,2-к квартира,60.0,7650000,Спортивная ,"Офицерский переулок, 8",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_60_m_29_et._1021268779
566,2-к квартира,64.0,8200000,Ленинский проспект ,"Ленинский пр-кт, 108к1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_64_m_1111_et._1065581777
301,3-к квартира,78.0,6700000,Гражданский проспект ,ул Улица Даниила Хармса дом 7,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_78_m_1217_et._963035792
178,Студия,23.0,1900000,Пионерская ,Байконурская улица,https://www.avito.ru/sankt-peterburg/kvartiry/studiya_23_m_1525_et._1153084804
676,2-к квартира,56.6,5800000,Пролетарская ,"первый Рабфаковский пер, 7",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_56.6_m_24_et._874311683
98,3-к квартира,82.0,4790000,Купчино ,"Колпинское (Детскосельский) ш, 67",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_82_m_15_et._1000972624
329,1-к квартира,53.1,4400000,Новочеркасская ,"Маршала Тухачевского ул, 23",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_53.1_m_1216_et._1030515848
759,2-к квартира,50.0,4450000,Проспект Просвещения ,Руднева д.28 к.1,https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_50_m_89_et._963083345
412,Студия,42.9,6142000,Площадь Восстания ,"Кременчугская улица, 21к 3",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_42.9_m_211_et._1132504830
631,1-к квартира,36.0,3300000,Старая деревня ,Юнтоловский проспект пр-кт дом 53 корпус 3,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_36_m_35_et._943480106
766,Студия,27.3,3350000,Ладожская ,пр. Энергетиков 9к6,https://www.avito.ru/sankt-peterburg/kvartiry/studiya_27.3_m_721_et._1161096704
284,3-к квартира,75.0,6850000,Рыбацкое ,ул. Прибрежная д. 4,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_75_m_1314_et._1222312588
638,4-к квартира,136.0,31000000,Чкаловская ,"Россия, Санкт-Петербург, Петровский проспект, 1",https://www.avito.ru/sankt-peterburg/kvartiry/4-k_kvartira_136_m_67_et._961352619
217,3-к квартира,75.0,9750000,Новочеркасская ,"ул Таллинская, 12/18",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_75_m_44_et._983187814
505,2-к квартира,45.0,4900000,Купчино ,"ул Ярослава Гашека, 2",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_45_m_1114_et._1156397229
404,3-к квартира,75.0,6600000,Международная ,"Будапештская ул, 5Ак1",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_75_m_99_et._724328228
286,3-к квартира,42.0,3500000,Ленинский проспект ,б-р. Новаторов д. 20,https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_42_m_45_et._1013078052
407,3-к квартира,104.9,15300000,Проспект Ветеранов ,"улица Лёни Голикова, д.29 к.8",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_104.9_m_2223_et._1030193741
775,3-к квартира,85.0,9117000,Площадь Восстания ,"Россия, Санкт-Петербург, Кременчугская улица, 19к3",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_85_m_59_et._970864840
19,3-к квартира,41.7,3350000,Ленинский проспект ,"ул Подводника Кузьмина, 28",https://www.avito.ru/sankt-peterburg/kvartiry/3-k_kvartira_41.7_m_55_et._1024676825
282,2-к квартира,64.0,3500000,Гражданский проспект ,Лесколово Всеволожский район,https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_64_m_23_et._958814359
488,2-к квартира,88.0,8600000,Василеостровская ,"девятая В.О. линия, 20",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_88_m_35_et._1025626101
426,2-к квартира,57.9,8450000,Площадь Ленина ,"Пискарёвский проспект, д.1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_57.9_m_613_et._1045240902
103,2-к квартира,60.6,5790000,Нарвская ,"Белоусова ул, 6/42",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_60.6_m_44_et._905914305
198,2-к квартира,50.0,3800000,Проспект Ветеранов ,петродворец ул разводная 21,https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_50_m_110_et._952667356
8,2-к квартира,50.3,5500000,Рыбацкое ,"Шлиссельбургский пр., д.34, к.1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_50.3_m_1416_et._1200739491
726,6-к квартира,140.0,23000000,Проспект Ветеранов ,ул Пушкинская,https://www.avito.ru/sankt-peterburg/kvartiry/6-k_kvartira_140_m_14_et._876196343
740,1-к квартира,43.0,7800000,Площадь Восстания ,Кременчугская 11,https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_43_m_69_et._586568588
525,Студия,32.5,2500000,Девяткино ,"улица Шувалова, дом 10/18",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_32.5_m_718_et._1171114884
504,Студия,25.1,1801209,Девяткино ,Шоссе в Лаврики ул.,https://www.avito.ru/sankt-peterburg/kvartiry/studiya_25.1_m_1317_et._949670966
568,Студия,25.0,2620000,Комендантский проспект ,"Комендантский пр, 69",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_25_m_323_et._1008184368
294,2-к квартира,80.1,23900000,Горьковская ,"Дивенская улица, д.5",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_80.1_m_312_et._1107402070
201,Студия,27.2,2060509,Девяткино ,"шоссе в Лаврики, Корпус 9",https://www.avito.ru/sankt-peterburg/kvartiry/studiya_27.2_m_918_et._1139556040
326,1-к квартира,32.9,3800000,Приморская ,"Наличная улица, д.45 к.1",https://www.avito.ru/sankt-peterburg/kvartiry/1-k_kvartira_32.9_m_89_et._1119283777
245,2-к квартира,54.0,5500000,Парнас ,"п. Парголово, ул Федора Абрамова, 20к1",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_54_m_1528_et._1209400914
617,2-к квартира,44.1,3350000,Проспект Ветеранов ,"Петергоф г, Озерковая ул, 51",https://www.avito.ru/sankt-peterburg/kvartiry/2-k_kvartira_44.1_m_25_et._971335250
